Title_english,Title_japanese,Anime_episodes,Anime_source,Ratings,Season,Type,Studio,score,scored_by,ranked,popularity,members,links,genre
La corda d'oro: Blue♪Sky,金色のコルダ Blue♪Sky,12,Visual novel,PG-13 - Teens 13 or older,Spring 2014,TV,TYO Animations,6.41,8756 ,Ranked #6512,Popularity #3541,24191,https://myanimelist.net/anime/20971/Kiniro_no_Corda__Blue♪Sky,Shoujo
-,キャンディ・キャンディ,115,Manga,G - All Ages,Fall 1976,TV,Toei Animation,7.54,10813 ,Ranked #1479,Popularity #3547,24179,https://myanimelist.net/anime/2800/Candy_Candy,Shoujo
-,うたの☆プリンスさまっ♪ マジLOVE2000% Op.14 Shining Star Xmas,1,Visual novel,PG-13 - Teens 13 or older,-,Special,A-1 Pictures,7.25,9375 ,Ranked #2635,Popularity #3562,23934,https://myanimelist.net/anime/19251/Uta_no☆Prince-sama♪_Maji_Love_2000__Shining_Star_Xmas,Shoujo
Honey x Honey Drops,蜜×蜜ドロップス,2,Manga,PG-13 - Teens 13 or older,-,OVA,-,5.96,12182 ,Ranked #8670,Popularity #3582,23702,https://myanimelist.net/anime/1838/Mitsu_x_Mitsu_Drops,Shoujo
Maria Watches Over Us: Printemps,マリア様がみてる～春～,13,Light novel,PG-13 - Teens 13 or older,Summer 2004,TV,Studio Deen,7.66,11019 ,Ranked #1156,Popularity #3598,23539,https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru,Shoujo
-,BROTHERS CONFLICT OVA,2,Novel,PG-13 - Teens 13 or older,-,OVA,Brain's Base,6.59,11346 ,Ranked #5534,Popularity #3611,23546,https://myanimelist.net/anime/25437/Brothers_Conflict_OVA,Shoujo
-,レ・ミゼラブル 少女コゼット,52,Novel,G - All Ages,Winter 2007,TV,Nippon Animation,7.87,6836 ,Ranked #733,Popularity #3627,23235,https://myanimelist.net/anime/1695/Les_Misérables__Shoujo_Cosette,Shoujo
Sailor Moon SuperS Plus: Ami's First Love,美少女戦士セーラームーンSuperS 外伝 亜美ちゃんの初恋,1,Manga,PG-13 - Teens 13 or older,-,Special,Toei Animation,7.30,10782 ,Ranked #2375,Popularity #3692,22333,https://myanimelist.net/anime/1278/Bishoujo_Senshi_Sailor_Moon_SuperS_Gaiden__Ami-chan_no_Hatsukoi,Shoujo
-,DIABOLIK LOVERS 総集編【Episode6.5】,1,Visual novel,PG-13 - Teens 13 or older,-,Special,"Production I.G,             Zexcs",5.41,10289 ,Ranked #10340,Popularity #3724,21994,https://myanimelist.net/anime/20919/Diabolik_Lovers_Recap,Shoujo
-,金色のコルダ ~primo passo~ ひと夏のアンコール,1,Visual novel,G - All Ages,-,Special,Yumeta Company,7.46,12180 ,Ranked #1748,Popularity #3747,21674,https://myanimelist.net/anime/3392/Kiniro_no_Corda__Primo_Passo_-_Hitonatsu_no_Encore,Shoujo
Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,遙かなる時空の中で〜八葉抄〜,26,Visual novel,PG-13 - Teens 13 or older,Fall 2004,TV,Yumeta Company,7.04,6425 ,Ranked #3578,Popularity #3761,21567,https://myanimelist.net/anime/247/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou,Shoujo
Save Me! Lollipop,まもって！ロリポップ,13,Manga,PG-13 - Teens 13 or older,Summer 2006,TV,Studio Comet,6.64,10267 ,Ranked #5329,Popularity #3768,21485,https://myanimelist.net/anime/1509/Mamotte_Lollipop,Shoujo
-,流れ星レンズ,1,Manga,G - All Ages,-,OVA,Kinema Citrus,6.63,10972 ,Ranked #5361,Popularity #3769,21452,https://myanimelist.net/anime/13833/Nagareboshi_Lens,Shoujo
-,今日からマ王！R,5,Light novel,PG-13 - Teens 13 or older,-,OVA,Studio Deen,7.45,9434 ,Ranked #1772,Popularity #3779,21324,https://myanimelist.net/anime/2971/Kyou_kara_Maou_R,Shoujo
-,だぁ! だぁ! だぁ!,78,Manga,G - All Ages,Spring 2000,TV,J.C.Staff,7.64,8929 ,Ranked #1197,Popularity #3780,21303,https://myanimelist.net/anime/233/Daa_Daa_Daa,Shoujo
Mysterious Play OVA,ふしぎ遊戯,3,Manga,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,7.16,10985 ,Ranked #3023,Popularity #3837,20615,https://myanimelist.net/anime/380/Fushigi_Yuugi_OVA,Shoujo
-,アルカナ・ファミリア Capriccio – stile Arcana Famiglia 奇想曲～アルカナ・ファミリア風,1,Visual novel,PG-13 - Teens 13 or older,-,OVA,J.C.Staff,6.78,8725 ,Ranked #4612,Popularity #3862,20287,https://myanimelist.net/anime/15411/Arcana_Famiglia__Capriccio_-_stile_Arcana_Famiglia,Shoujo
-,美少女戦士セーラームーンSuperSスペシャル,3,Manga,PG-13 - Teens 13 or older,-,Special,Toei Animation,7.37,8593 ,Ranked #2043,Popularity #3867,20253,https://myanimelist.net/anime/3076/Bishoujo_Senshi_Sailor_Moon_SuperS_Specials,Shoujo
-,夏目友人帳 石起こしと怪しき来訪者,1,Manga,PG-13 - Teens 13 or older,-,Movie,Shuka,8.03,1947 ,Ranked #513,Popularity #3902,19877,https://myanimelist.net/anime/42894/Natsume_Yuujinchou__Ishi_Okoshi_to_Ayashiki_Raihousha,Shoujo
-,BROTHERS CONFLICT  第十二・五衝突「切望」,1,Novel,PG-13 - Teens 13 or older,-,Special,Brain's Base,6.52,9343 ,Ranked #5925,Popularity #3909,19601,https://myanimelist.net/anime/22745/Brothers_Conflict__Setsubou,Shoujo
Glitter Force Doki Doki,ドキドキ! プリキュア,49,Original,G - All Ages,Winter 2013,TV,Toei Animation,6.57,7949 ,Ranked #5633,Popularity #3925,19347,https://myanimelist.net/anime/16419/Dokidoki_Precure,Shoujo
Opera Girl!,かげきしょうじょ!!,13,Manga,None,Summer 2021,TV,Pine Jam,7.00,2235 ,Ranked #3741,Popularity #3926,19384,https://myanimelist.net/anime/43691/Kageki_Shoujo,Shoujo
Wedding Peach,愛天使伝説 ウェディングピーチ,51,Manga,G - All Ages,Spring 1995,TV,OLM,6.69,8125 ,Ranked #5023,Popularity #3931,19287,https://myanimelist.net/anime/1533/Ai_Tenshi_Densetsu_Wedding_Peach,Shoujo
Maria Watches Over Us Season 4,マリア様がみてる〜４th〜,13,Light novel,PG-13 - Teens 13 or older,Winter 2009,TV,Studio Deen,7.80,8124 ,Ranked #856,Popularity #3955,18990,https://myanimelist.net/anime/3750/Maria-sama_ga_Miteru_4th,Shoujo
-,劇場版 はいからさんが通る 前編 ～紅緒、花の17歳～,1,Manga,PG-13 - Teens 13 or older,-,Movie,Nippon Animation,7.49,5145 ,Ranked #1635,Popularity #4010,18715,https://myanimelist.net/anime/33378/Haikara-san_ga_Tooru_Movie_1__Benio_Hana_no_17-sai,Shoujo
-,今日子と勝也の物語,Unknown,Manga,PG-13 - Teens 13 or older,-,Unknown,-,N/A,- user,Ranked N/A,Popularity #4012,19804,https://myanimelist.net/anime/49310/Kyouko_to_Katsuya_no_Monogatari,Shoujo
Mysterious Play OVA 2,ふしぎ遊戯　第二部,6,Manga,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,7.27,9541 ,Ranked #2504,Popularity #4016,18434,https://myanimelist.net/anime/381/Fushigi_Yuugi__Dai_Ni_Bu,Shoujo
-,ネオアンジェリーク Abyss -Second Age-,13,Visual novel,PG-13 - Teens 13 or older,Summer 2008,TV,Yumeta Company,7.02,7901 ,Ranked #3641,Popularity #4022,18378,https://myanimelist.net/anime/4662/Neo_Angelique_Abyss__Second_Age,Shoujo
Baby and Me,赤ちゃんと僕,35,Manga,G - All Ages,Summer 1996,TV,Studio Pierrot,7.85,6714 ,Ranked #752,Popularity #4024,18360,https://myanimelist.net/anime/1485/Akachan_to_Boku,Shoujo
-,オズマフィア,12,Visual novel,PG-13 - Teens 13 or older,Summer 2016,TV,Creators in Pack,5.45,6072 ,Ranked #10252,Popularity #4032,18369,https://myanimelist.net/anime/32697/Ozmafia,Shoujo
Miracle Train: Welcome to the Oedo Line,ミラクル☆トレイン〜大江戸線へようこそ〜,13,Original,PG-13 - Teens 13 or older,Fall 2009,TV,Yumeta Company,6.50,6084 ,Ranked #6044,Popularity #4064,18053,https://myanimelist.net/anime/7103/Miracle☆Train__Oedo-sen_e_Youkoso,Shoujo
-,プリティーリズム オーロラドリーム,51,Game,PG - Children,Spring 2011,TV,Tatsunoko Production,7.36,6294 ,Ranked #2091,Popularity #4066,18072,https://myanimelist.net/anime/10257/Pretty_Rhythm__Aurora_Dream,Shoujo
Vampire Princess Miyu,吸血姫美夕,4,Manga,PG-13 - Teens 13 or older,-,OVA,AIC,6.98,6949 ,Ranked #3802,Popularity #4083,17858,https://myanimelist.net/anime/1384/Kyuuketsuhime_Miyu,Shoujo
-,プリパラ,140,Game,PG - Children,Summer 2014,TV,"Tatsunoko Production,             Dongwoo A&E",7.43,3505 ,Ranked #1847,Popularity #4132,17440,https://myanimelist.net/anime/23135/PriPara,Shoujo
More! Useless Witch Doremi,も〜っと！おジャ魔女どれみ,50,Original,G - All Ages,Winter 2001,TV,Toei Animation,7.35,7939 ,Ranked #2148,Popularity #4152,17236,https://myanimelist.net/anime/352/Motto_Ojamajo_Doremi,Shoujo
-,秘密（トップシークレット） The Revelation,26,Manga,R+ - Mild Nudity,Spring 2008,TV,Madhouse,7.32,3301 ,Ranked #2276,Popularity #4158,17126,https://myanimelist.net/anime/3859/Top_Secret__The_Revelation,Shoujo
-,おジャ魔女どれみ＃,49,Original,G - All Ages,Winter 2000,TV,Toei Animation,7.36,8235 ,Ranked #2087,Popularity #4162,17094,https://myanimelist.net/anime/351/Ojamajo_Doremi_Sharp,Shoujo
Super GALS!,超GALS! 寿蘭,52,Manga,PG-13 - Teens 13 or older,Spring 2001,TV,Studio Pierrot,7.41,6064 ,Ranked #1920,Popularity #4171,16975,https://myanimelist.net/anime/1728/Super_GALS_Kotobuki_Ran,Shoujo
-,さばげぶっ！OVA SPECIAL MISSION,6,Manga,PG-13 - Teens 13 or older,-,Special,Pierrot Plus,7.28,7302 ,Ranked #2449,Popularity #4190,16817,https://myanimelist.net/anime/25647/Sabage-bu_Specials,Shoujo
Mysterious Thief Saint Tail,怪盗セイント・テール,43,Manga,G - All Ages,Fall 1995,TV,TMS Entertainment,7.54,5973 ,Ranked #1492,Popularity #4229,16491,https://myanimelist.net/anime/1567/Kaitou_Saint_Tail,Shoujo
A Little Princess Sara,小公女セーラ,46,Novel,G - All Ages,Winter 1985,TV,Nippon Animation,7.67,7980 ,Ranked #1127,Popularity #4239,16430,https://myanimelist.net/anime/2547/Shoukoujo_Sara,Shoujo
Neighborhood Stories,ご近所物語,50,Manga,PG-13 - Teens 13 or older,Fall 1995,TV,Toei Animation,7.53,3137 ,Ranked #1506,Popularity #4246,16428,https://myanimelist.net/anime/852/Gokinjo_Monogatari,Shoujo
-,劇場版 美少女戦士セーラームーンEternal,1,Manga,PG-13 - Teens 13 or older,-,Movie,"Toei Animation,             Studio Deen",7.44,4061 ,Ranked #1805,Popularity #4262,16663,https://myanimelist.net/anime/40024/Bishoujo_Senshi_Sailor_Moon_Eternal_Movie_1,Shoujo
-,ナナ Specials,3,Manga,R - 17+ (violence & profanity),-,Special,Madhouse,6.99,7799 ,Ranked #3758,Popularity #4275,16078,https://myanimelist.net/anime/1869/Nana_Recaps,Shoujo
Mirmo Zibang!,わがまま☆フェアリー ミルモでポン!,172,Manga,G - All Ages,Spring 2002,TV,Studio Hibari,7.29,6148 ,Ranked #2438,Popularity #4280,16042,https://myanimelist.net/anime/1744/Wagamama☆Fairy_Mirumo_de_Pon,Shoujo
Mysterious Play: Eikoden,ふしぎ遊戯 -永光伝,4,Manga,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,6.85,8226 ,Ranked #4311,Popularity #4282,16032,https://myanimelist.net/anime/124/Fushigi_Yuugi__Eikouden,Shoujo
-,Dance with Devils -Fortuna-,1,Original,R - 17+ (violence & profanity),-,Movie,Brain's Base,6.29,1745 ,Ranked #7081,Popularity #4302,15960,https://myanimelist.net/anime/34830/Dance_with_Devils__Fortuna,Shoujo
-,アイカツスターズ！,100,Original,PG - Children,Spring 2016,TV,Bandai Namco Pictures,7.52,3751 ,Ranked #1542,Popularity #4328,15683,https://myanimelist.net/anime/32717/Aikatsu_Stars,Shoujo
-,メイクアップ！ セーラー戦士,1,Manga,PG-13 - Teens 13 or older,-,Special,Toei Animation,7.07,6735 ,Ranked #3386,Popularity #4351,15331,https://myanimelist.net/anime/2937/Bishoujo_Senshi_Sailor_Moon_R__Make_Up_Sailor_Senshi,Shoujo
Pretty Soldier Sailor Moon Memorial,美少女戦士セーラームーン メモリアル,5,Manga,PG-13 - Teens 13 or older,-,OVA,Toei Animation,7.35,5284 ,Ranked #2130,Popularity #4372,15122,https://myanimelist.net/anime/8756/Bishoujo_Senshi_Sailor_Moon_Memorial,Shoujo
Please Save My Earth,ぼくの地球を守って,6,Manga,PG-13 - Teens 13 or older,-,OVA,Production I.G,7.16,4678 ,Ranked #3014,Popularity #4378,15098,https://myanimelist.net/anime/526/Boku_no_Chikyuu_wo_Mamotte,Shoujo
Rainbow Days OVA,虹色デイズ OVA,1,Manga,PG-13 - Teens 13 or older,-,OVA,Production Reed,6.78,4634 ,Ranked #4599,Popularity #4385,15132,https://myanimelist.net/anime/33181/Nijiiro_Days_OVA,Shoujo
-,オオカミ少女と黒王子 総集編,1,Manga,PG-13 - Teens 13 or older,-,Special,TYO Animations,6.82,5545 ,Ranked #4427,Popularity #4423,14720,https://myanimelist.net/anime/29129/Ookami_Shoujo_to_Kuro_Ouji_Recap,Shoujo
-,少年ハリウッド-HOLLY STAGE FOR 49-,13,Novel,PG-13 - Teens 13 or older,Summer 2014,TV,Zexcs,6.09,3615 ,Ranked #8089,Popularity #4442,14460,https://myanimelist.net/anime/23151/Shounen_Hollywood__Holly_Stage_for_49,Shoujo
Pretty Cure Max Heart,ふたりはプリキュア ー マックスハート,47,Original,G - All Ages,Winter 2005,TV,Toei Animation,6.93,6042 ,Ranked #3975,Popularity #4445,14459,https://myanimelist.net/anime/1929/Futari_wa_Precure__Max_Heart,Shoujo
-,12歳。～ちっちゃなムネのトキメキ～,12,Manga,PG - Children,Fall 2016,TV,OLM,6.58,6194 ,Ranked #5596,Popularity #4473,14302,https://myanimelist.net/anime/33419/12-sai__Chicchana_Mune_no_Tokimeki_2nd_Season,Shoujo
-,萌妻食神,12,Novel,PG-13 - Teens 13 or older,-,ONA,Wawayu Animation,7.28,4674 ,Ranked #2488,Popularity #4498,14152,https://myanimelist.net/anime/37618/Meng_Qi_Shi_Shen,Shoujo
-,Go! プリンセスプリキュア,50,Original,G - All Ages,Winter 2015,TV,Toei Animation,7.71,4498 ,Ranked #1014,Popularity #4573,13606,https://myanimelist.net/anime/28669/Go_Princess_Precure,Shoujo
Yes! Pretty Cure 5,Yes! プリキュア5,49,Original,G - All Ages,Winter 2007,TV,Toei Animation,7.15,5016 ,Ranked #3089,Popularity #4582,13449,https://myanimelist.net/anime/1932/Yes_Precure_5,Shoujo
-,フレッシュプリキュア！,50,Original,G - All Ages,Winter 2009,TV,Toei Animation,7.30,4765 ,Ranked #2382,Popularity #4596,13327,https://myanimelist.net/anime/5684/Fresh_Precure,Shoujo
-,ちび☆デビ！,75,Manga,PG - Children,Fall 2011,TV,SynergySP,6.76,4087 ,Ranked #4715,Popularity #4601,13270,https://myanimelist.net/anime/11457/Chibi☆Devi,Shoujo
Useless Witch Doremi Kaboom!,おジャ魔女どれみドッカ〜ン！,51,Original,G - All Ages,Winter 2002,TV,Toei Animation,7.61,5538 ,Ranked #1268,Popularity #4616,13161,https://myanimelist.net/anime/353/Ojamajo_Doremi_Dokkaan,Shoujo
-,つばさとホタル,1,Manga,G - All Ages,-,Special,J.C.Staff,6.86,5637 ,Ranked #4265,Popularity #4638,12945,https://myanimelist.net/anime/21781/Tsubasa_to_Hotaru,Shoujo
Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,カレイドスター Legend of Phoenix ～レイラ・ハミルトン物語～,1,Original,PG - Children,-,OVA,Gonzo,7.87,6305 ,Ranked #731,Popularity #4640,12945,https://myanimelist.net/anime/429/Kaleido_Star__Legend_of_Phoenix_-_Layla_Hamilton_Monogatari,Shoujo
-,スイート プリキュア♪,48,Original,G - All Ages,Winter 2011,TV,Toei Animation,7.26,4489 ,Ranked #2552,Popularity #4647,12898,https://myanimelist.net/anime/9893/Suite_Precure♪,Shoujo
Kaleido Star: New Wings Extra Stage,カレイドスター ～新たなる翼～ EXTRA STAGE,1,Original,PG - Children,-,OVA,Gonzo,7.51,6564 ,Ranked #1581,Popularity #4650,12863,https://myanimelist.net/anime/428/Kaleido_Star__Aratanaru_Tsubasa_-_Extra_Stage,Shoujo
My Daddy Long Legs,私のあしながおじさん,40,Novel,G - All Ages,Winter 1990,TV,Nippon Animation,7.73,4961 ,Ranked #986,Popularity #4657,12848,https://myanimelist.net/anime/1375/Watashi_no_Ashinaga_Ojisan,Shoujo
Petite Princess Yucie,ぷちぷり＊ユーシィ,26,Original,G - All Ages,Fall 2002,TV,"Gainax,             AIC",7.41,4980 ,Ranked #1910,Popularity #4675,12686,https://myanimelist.net/anime/327/Puchi_PriYucie,Shoujo
Red Riding Hood Chacha,赤ずきんチャチャ,74,Manga,G - All Ages,Winter 1994,TV,Gallop,7.38,3960 ,Ranked #2022,Popularity #4689,12576,https://myanimelist.net/anime/103/Akazukin_Chacha,Shoujo
-,劇場版 美少女戦士セーラームーンEternal,1,Manga,PG-13 - Teens 13 or older,-,Movie,"Toei Animation,             Studio Deen",7.68,3764 ,Ranked #1095,Popularity #4693,12533,https://myanimelist.net/anime/40429/Bishoujo_Senshi_Sailor_Moon_Eternal_Movie_2,Shoujo
-,ロマンチカ クロック,3,Manga,G - All Ages,-,Special,-,5.72,6139 ,Ranked #9455,Popularity #4728,12343,https://myanimelist.net/anime/21771/Romantica_Clock,Shoujo
The Poem of Wind and Trees,風と木の詩　ＳＡＮＣＴＵＳ－聖なるかな－,1,Manga,R+ - Mild Nudity,-,OVA,Triangle Staff,6.87,5705 ,Ranked #4225,Popularity #4750,12215,https://myanimelist.net/anime/1637/Kaze_to_Ki_no_Uta_Sanctus__Sei_Naru_Kana,Shoujo
Age 12,12歳。,8,Manga,PG - Children,-,OVA,SynergySP,6.27,3961 ,Ranked #7173,Popularity #4751,12200,https://myanimelist.net/anime/23579/12-sai,Shoujo
-,HuGっと！プリキュア,49,Original,G - All Ages,Winter 2018,TV,Toei Animation,7.74,3103 ,Ranked #965,Popularity #4755,12249,https://myanimelist.net/anime/36593/Hug_tto_Precure,Shoujo
CLAMP School Detectives,CLAMP学園探偵団,26,Manga,G - All Ages,Spring 1997,TV,Studio Pierrot,6.89,4097 ,Ranked #4134,Popularity #4763,12137,https://myanimelist.net/anime/1844/Clamp_Gakuen_Tanteidan,Shoujo
-,B-PROJECT～絶頂＊エモーション～,12,Music,PG-13 - Teens 13 or older,Winter 2019,TV,Bandai Namco Pictures,6.72,3296 ,Ranked #4904,Popularity #4784,12134,https://myanimelist.net/anime/36483/B-Project__ZecchouEmotion,Shoujo
-,CLOVER,1,Manga,PG-13 - Teens 13 or older,-,Music,Madhouse,6.80,6085 ,Ranked #4539,Popularity #4792,11994,https://myanimelist.net/anime/1890/Clover,Shoujo
-,吟遊黙示録 マイネリーベ,13,Visual novel,PG-13 - Teens 13 or older,Fall 2004,TV,Bee Train,6.45,3408 ,Ranked #6286,Popularity #4822,11858,https://myanimelist.net/anime/336/Ginyuu_Mokushiroku_Meine_Liebe,Shoujo
-,快感 フレーズ,44,Manga,PG-13 - Teens 13 or older,Spring 1999,TV,Studio Hibari,7.38,3318 ,Ranked #2034,Popularity #4828,11811,https://myanimelist.net/anime/1021/Kaikan_Phrase,Shoujo
-,最遊記RELOAD -burial-,3,Manga,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,7.81,3920 ,Ranked #836,Popularity #4853,11656,https://myanimelist.net/anime/2143/Saiyuuki_Reload__Burial,Shoujo
Magical Angel Creamy Mami,魔法の天使 クリィミーマミ,52,Original,G - All Ages,Summer 1983,TV,Studio Pierrot,7.14,2664 ,Ranked #3136,Popularity #4943,11095,https://myanimelist.net/anime/2044/Mahou_no_Tenshi_Creamy_Mami,Shoujo
-,プリティーリズム・レインボーライブ,51,Game,PG - Children,Spring 2013,TV,"Tatsunoko Production,             Dongwoo A&E",7.51,3721 ,Ranked #1593,Popularity #5011,10689,https://myanimelist.net/anime/17249/Pretty_Rhythm__Rainbow_Live,Shoujo
Goulart Knights: Evoked the Beginning Black,グラール騎士団 Evoked the Beginning Black,1,Original,PG-13 - Teens 13 or older,-,OVA,Studio Blanc,5.74,3381 ,Ranked #9398,Popularity #5016,10647,https://myanimelist.net/anime/6787/Goulart_Knights__Evoked_the_Beginning_Black,Shoujo
Pretty Cure: Splash Star,ふたりはプリキュア Splash☆Star,49,Original,G - All Ages,Winter 2006,TV,Toei Animation,7.14,3974 ,Ranked #3120,Popularity #5024,10622,https://myanimelist.net/anime/1534/Futari_wa_Precure__Splash☆Star,Shoujo
-,劇場版「明治東亰恋伽」～弦月の小夜曲～,1,Game,PG-13 - Teens 13 or older,-,Movie,Studio Deen,6.62,546 ,Ranked #5432,Popularity #5045,10577,https://myanimelist.net/anime/29855/Meiji_Tokyo_Renka_Movie_1__Yumihari_no_Serenade,Shoujo
-,LEGEND OF BASARA,13,Manga,PG-13 - Teens 13 or older,Spring 1998,TV,KSS,7.31,3267 ,Ranked #2330,Popularity #5062,10425,https://myanimelist.net/anime/633/Legend_of_Basara,Shoujo
-,シュガー＊ソルジャー,3,Manga,G - All Ages,-,Special,-,5.80,4900 ,Ranked #9162,Popularity #5075,10323,https://myanimelist.net/anime/21773/SugarSoldier,Shoujo
Loving Angel Angelique: When Hearts Awaken,恋する天使アンジェリーク　～心のめざめる時～,13,Game,PG-13 - Teens 13 or older,Summer 2006,TV,Satelight,6.86,3221 ,Ranked #4296,Popularity #5077,10328,https://myanimelist.net/anime/1578/Koisuru_Tenshi_Angelique__Kokoro_no_Mezameru_Toki,Shoujo
Maho Girls Precure!,魔法つかいプリキュア！,50,Original,G - All Ages,Winter 2016,TV,Toei Animation,7.11,2768 ,Ranked #3252,Popularity #5100,10275,https://myanimelist.net/anime/31884/Mahoutsukai_Precure,Shoujo
-,エースをねらえ!,26,Manga,PG-13 - Teens 13 or older,Fall 1973,TV,"Madhouse,             Tokyo Movie Shinsha",7.01,2313 ,Ranked #3679,Popularity #5160,9941,https://myanimelist.net/anime/311/Ace_wo_Nerae,Shoujo
-,劇場版 うたの☆プリンスさまっ♪ マジLOVEキングダム,1,Game,PG-13 - Teens 13 or older,-,Movie,A-1 Pictures,7.37,1380 ,Ranked #2077,Popularity #5171,9956,https://myanimelist.net/anime/35645/Uta_no☆Prince-sama♪_Movie__Maji_Love_Kingdom,Shoujo
Magical Stage Fancy Lala,魔法のステージ・ファンシーララ,26,Original,G - All Ages,Spring 1998,TV,Studio Pierrot,7.11,3180 ,Ranked #3251,Popularity #5174,9901,https://myanimelist.net/anime/604/Mahou_no_Stage_Fancy_Lala,Shoujo
-,ちびまる子ちゃん,142,Manga,G - All Ages,Winter 1990,TV,Nippon Animation,7.63,3758 ,Ranked #1213,Popularity #5175,9896,https://myanimelist.net/anime/951/Chibi_Maruko-chan,Shoujo
-,夢色パティシエール 胸キュントロピカルアイランド!,1,Manga,G - All Ages,-,Special,Studio Pierrot,7.15,4766 ,Ranked #3090,Popularity #5184,9847,https://myanimelist.net/anime/8894/Yume-iro_Pâtissière__Mune_Kyun_Tropical_Island,Shoujo
-,ふしぎ星の☆ふたご姫,51,Original,G - All Ages,Spring 2005,TV,Hal Film Maker,7.25,3048 ,Ranked #2603,Popularity #5222,9646,https://myanimelist.net/anime/505/Fushigiboshi_no☆Futagohime,Shoujo
Loving Angel Angelique: Radiant Tomorrow,恋する天使アンジェリーク ～かがやきの明日～,12,Game,PG-13 - Teens 13 or older,Winter 2007,TV,Satelight,6.96,2827 ,Ranked #3880,Popularity #5229,9604,https://myanimelist.net/anime/1864/Koisuru_Tenshi_Angelique__Kagayaki_no_Ashita,Shoujo
-,ハピネスチャージプリキュア！,49,Original,G - All Ages,Winter 2014,TV,Toei Animation,6.76,3249 ,Ranked #4726,Popularity #5249,9497,https://myanimelist.net/anime/21407/Happiness_Charge_Precure,Shoujo
Jewelpet,ジュエルペット,52,Original,PG - Children,Spring 2009,TV,Studio Comet,6.65,2561 ,Ranked #5238,Popularity #5257,9485,https://myanimelist.net/anime/6008/Jewelpet,Shoujo
-,東京ミュウミュウ にゅ～♡,Unknown,Manga,None,-,TV,"Yumeta Company,             Graphinica",N/A,- user,Ranked N/A,Popularity #5260,9614,https://myanimelist.net/anime/41589/Tokyo_Mew_Mew_New_♡,Shoujo
Mirage of Blaze: Rebels of the River Edge,炎の蜃気楼～みなぎわの反逆者～,3,Light novel,R - 17+ (violence & profanity),-,OVA,Madhouse,6.86,3653 ,Ranked #4292,Popularity #5263,9432,https://myanimelist.net/anime/1020/Honoo_no_Mirage__Minagiwa_no_Hangyakusha,Shoujo
-,劇場版 はいからさんが通る 後編 ～花の東京大ロマン～,1,Manga,PG-13 - Teens 13 or older,-,Movie,Nippon Animation,6.84,2784 ,Ranked #4375,Popularity #5284,9430,https://myanimelist.net/anime/35228/Haikara-san_ga_Tooru_Movie_2__Hana_no_Tokyo_Dai_Roman,Shoujo
Earthian,アーシアン,4,Manga,PG-13 - Teens 13 or older,-,OVA,"J.C.Staff,             Production Reed",6.08,3410 ,Ranked #8140,Popularity #5287,9300,https://myanimelist.net/anime/1324/Earthian,Shoujo
-,ジュエルペット てぃんくる☆,52,Original,PG - Children,Spring 2010,TV,Studio Comet,7.37,3491 ,Ranked #2056,Popularity #5291,9292,https://myanimelist.net/anime/8217/Jewelpet_Twinkle☆,Shoujo
-,アイカツフレンズ！,50,Game,PG - Children,Spring 2018,TV,Bandai Namco Pictures,7.11,2143 ,Ranked #3224,Popularity #5292,9348,https://myanimelist.net/anime/37204/Aikatsu_Friends,Shoujo
They Were Eleven,11人いる!,1,Manga,PG-13 - Teens 13 or older,-,Movie,Magic Bus,7.07,3810 ,Ranked #3381,Popularity #5321,9185,https://myanimelist.net/anime/1901/11-nin_Iru,Shoujo
-,ママレード・ボーイ (1995),1,Unknown,PG-13 - Teens 13 or older,-,Movie,-,7.34,4018 ,Ranked #2214,Popularity #5333,9160,https://myanimelist.net/anime/520/Marmalade_Boy_Movie,Shoujo
Spellbound! Magical Princess Lilpri,ひめチェン! おとぎちっくアイドル リルぷりっ,51,Game,PG - Children,Spring 2010,TV,TMS Entertainment,6.97,2776 ,Ranked #3817,Popularity #5356,9059,https://myanimelist.net/anime/8206/Hime_Chen_Otogi_Chikku_Idol_Lilpri,Shoujo
-,かわいい かわいい 大冒険,1,Manga,G - All Ages,-,Special,Studio Deen,6.72,4161 ,Ranked #4912,Popularity #5359,9043,https://myanimelist.net/anime/1996/Full_Moon_wo_Sagashite__Kawaii_Kawaii_Daibouken,Shoujo
Cipher,CIPHER THE VIDEO,1,Manga,PG-13 - Teens 13 or older,-,OVA,Magic Bus,4.64,4292 ,Ranked #11410,Popularity #5363,9021,https://myanimelist.net/anime/11867/Cipher,Shoujo
Super Pig,愛と勇気のピッグガール　とんでぶーりん,51,Manga,G - All Ages,Fall 1994,TV,Nippon Animation,6.63,3736 ,Ranked #5334,Popularity #5375,8955,https://myanimelist.net/anime/2041/Ai_to_Yuuki_no_Pig_Girl_Tonde_Buurin,Shoujo
