Title_english,Title_japanese,Anime_episodes,Anime_source,Ratings,Season,Type,Studio,score,scored_by,ranked,popularity,members,links,genre
-,魔法のスター マジカルエミ,38,Original,G - All Ages,Summer 1985,TV,Studio Pierrot,6.68,917 ,Ranked #5123,Popularity #7608,3756,https://myanimelist.net/anime/2038/Mahou_no_Star_Magical_Emi,Shoujo
Eight Clouds Rising,八雲立つ,2,Manga,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,6.10,1247 ,Ranked #8022,Popularity #7609,3755,https://myanimelist.net/anime/1026/Yakumotatsu,Shoujo
-,つばさとホタル,3,Manga,G - All Ages,-,Special,J.C.Staff,6.39,1073 ,Ranked #6624,Popularity #7616,3758,https://myanimelist.net/anime/33247/Tsubasa_to_Hotaru_2016,Shoujo
The Snow Queen,雪の女王,36,Book,PG - Children,Spring 2005,TV,TMS Entertainment,7.01,642 ,Ranked #3716,Popularity #7647,3696,https://myanimelist.net/anime/754/Yuki_no_Joou_TV,Shoujo
-,映画 ドキドキ! プリキュア マナ結婚!!? 未来につなぐ希望のドレス,1,Original,G - All Ages,-,Movie,Toei Animation,6.79,1524 ,Ranked #4563,Popularity #7666,3656,https://myanimelist.net/anime/17357/Dokidoki_Precure_Movie__Mana_Kekkon_Mirai_ni_Tsunagu_Kibou_no_Dress,Shoujo
-,水色時代,47,Manga,PG-13 - Teens 13 or older,Spring 1996,TV,Nippon Animation,6.88,723 ,Ranked #4205,Popularity #7729,3574,https://myanimelist.net/anime/1040/Mizuiro_Jidai,Shoujo
-,Dr.リンにきいてみて！,51,Manga,PG - Children,Spring 2001,TV,Studio Comet,6.75,750 ,Ranked #4748,Popularity #7737,3556,https://myanimelist.net/anime/2259/Dr_Rin_ni_Kiitemite,Shoujo
-,映画プリキュアオールスターズNew Stage3 永遠のともだち,1,Original,G - All Ages,-,Movie,Toei Animation,7.29,1421 ,Ranked #2423,Popularity #7795,3470,https://myanimelist.net/anime/21031/Precure_All_Stars_Movie_New_Stage_3__Eien_no_Tomodachi,Shoujo
-,天使なんかじゃない,1,Manga,PG - Children,-,OVA,Group TAC,6.15,1328 ,Ranked #7832,Popularity #7813,3451,https://myanimelist.net/anime/3512/Tenshi_Nanka_ja_Nai,Shoujo
-,劇場版 明治東亰恋伽 〜花鏡の幻想曲〜,1,Game,PG-13 - Teens 13 or older,-,Movie,Studio Deen,6.36,234 ,Ranked #6767,Popularity #7839,3444,https://myanimelist.net/anime/33087/Meiji_Tokyo_Renka_Movie_2__Hanakagami_no_Fantasia,Shoujo
-,パタリロ西遊記！,26,Unknown,PG-13 - Teens 13 or older,Summer 2005,TV,Magic Bus,6.57,958 ,Ranked #5662,Popularity #7837,3418,https://myanimelist.net/anime/1035/Patalliro_Saiyuuki,Shoujo
-,ハロー! レディリン,36,Manga,G - All Ages,Spring 1988,TV,Toei Animation,7.57,1367 ,Ranked #1384,Popularity #7843,3412,https://myanimelist.net/anime/2405/Hello_Lady_Lynn,Shoujo
-,キャンディ・キャンディ,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.71,1434 ,Ranked #4932,Popularity #7844,3412,https://myanimelist.net/anime/723/Candy_Candy_Movie,Shoujo
Little Lord Fauntleroy,小公子セディ,43,Novel,G - All Ages,Winter 1988,TV,Nippon Animation,7.35,1117 ,Ranked #2163,Popularity #7847,3404,https://myanimelist.net/anime/2555/Shoukoushi_Cedie,Shoujo
Whited Nighttime,白夜玲珑,25,Manga,PG-13 - Teens 13 or older,-,ONA,Seven Stone Entertainment,6.47,449 ,Ranked #6158,Popularity #7867,3397,https://myanimelist.net/anime/37740/Bai_Ye_Ling_Long,Shoujo
-,好きなものは好きだからしょうがない!! 温泉に行こう!,1,Visual novel,PG-13 - Teens 13 or older,-,Special,Zexcs,6.28,1311 ,Ranked #7136,Popularity #7875,3377,https://myanimelist.net/anime/32684/Suki_na_Mono_wa_Suki_Dakara_Shou_ga_Nai__Onsen_ni_Ikou,Shoujo
Handsome Girl,ハンサムな彼女,1,Manga,PG-13 - Teens 13 or older,-,OVA,J.C.Staff,5.75,1394 ,Ranked #9357,Popularity #7880,3363,https://myanimelist.net/anime/1115/Handsome_Girl,Shoujo
-,ちょ～短編 プリキュアオールスターズ GoGoドリームライブ!,1,Original,G - All Ages,-,Special,Toei Animation,6.84,1250 ,Ranked #4351,Popularity #7918,3310,https://myanimelist.net/anime/10549/Precure_All_Stars_GoGo_Dream_Live,Shoujo
-,絶叫学級 転生,2,Manga,G - All Ages,-,Special,-,5.46,1286 ,Ranked #10217,Popularity #7921,3323,https://myanimelist.net/anime/33103/Zekkyou_Gakkyuu__Tensei,Shoujo
Lady Oscar Special,ベルサイユのばらと女たち,1,Unknown,PG-13 - Teens 13 or older,-,Special,-,7.11,1123 ,Ranked #3266,Popularity #7957,3262,https://myanimelist.net/anime/7861/Versailles_no_Bara_to_Onna-tachi,Shoujo
-,遙かなる時空の中で3 紅の月,1,Visual novel,PG-13 - Teens 13 or older,-,Special,-,6.75,991 ,Ranked #4755,Popularity #7973,3235,https://myanimelist.net/anime/3227/Harukanaru_Toki_no_Naka_de_3__Kurenai_no_Tsuki,Shoujo
-,ナースエンジェルりりかＳＯＳ,35,Manga,PG - Children,Summer 1995,TV,Gallop,6.74,559 ,Ranked #4796,Popularity #7988,3231,https://myanimelist.net/anime/616/Nurse_Angel_Ririka_SOS,Shoujo
-,遙かなる時空の中で 〜紫陽花ゆめ語り〜,2,Visual novel,PG-13 - Teens 13 or older,-,OVA,Zexcs,6.25,1047 ,Ranked #7290,Popularity #7990,3216,https://myanimelist.net/anime/647/Harukanaru_Toki_no_Naka_de__Ajisai_Yumegatari,Shoujo
-,ジュエルペットきら☆デコッ!,52,Original,PG - Children,Spring 2012,TV,Studio Comet,6.65,823 ,Ranked #5239,Popularity #7999,3202,https://myanimelist.net/anime/12963/Jewelpet_Kira☆Deco,Shoujo
Aim for the Ace! (1979),エースをねらえ！,1,Unknown,PG-13 - Teens 13 or older,-,Movie,Madhouse,6.81,1300 ,Ranked #4474,Popularity #8000,3204,https://myanimelist.net/anime/313/Ace_wo_Nerae_1979,Shoujo
Sally the Witch,魔法使いサリー,109,Manga,G - All Ages,Winter 1967,TV,Toei Animation,6.40,676 ,Ranked #6584,Popularity #8054,3130,https://myanimelist.net/anime/3356/Mahoutsukai_Sally,Shoujo
-,オレ様キングダム,14,Manga,G - All Ages,-,OVA,SynergySP,6.28,480 ,Ranked #7123,Popularity #8094,3078,https://myanimelist.net/anime/9943/Ore-sama_Kingdom,Shoujo
-,ベルサイユのばら 生命あるかぎり愛して,1,Unknown,PG-13 - Teens 13 or older,-,Movie,-,6.89,671 ,Ranked #4180,Popularity #8110,3056,https://myanimelist.net/anime/3868/Versailles_no_Bara__Seimei_Aru_Kagiri_Aishite,Shoujo
-,にじいろ☆プリズムガール,4,Manga,PG - Children,-,OVA,SynergySP,6.16,1372 ,Ranked #7731,Popularity #8113,3054,https://myanimelist.net/anime/19351/Nijiiro☆Prism_Girl,Shoujo
-,遙かなる時空の中で2~白き龍の神子~,3,Visual novel,PG-13 - Teens 13 or older,-,OVA,-,6.49,812 ,Ranked #6064,Popularity #8174,2989,https://myanimelist.net/anime/1904/Harukanaru_Toki_no_Naka_de_2__Shiroki_Ryuu_no_Miko,Shoujo
-,映画ハピネスチャージプリキュア！人形の国のバレリーナ,1,Original,G - All Ages,-,Movie,Toei Animation,7.02,1196 ,Ranked #3672,Popularity #8176,2985,https://myanimelist.net/anime/23083/Happiness_Charge_PreCure_Movie__Ningyou_no_Kuni_no_Ballerina,Shoujo
-,映画Go! プリンセスプリキュア Go! Go!! 豪華3本立て!!!,1,Original,G - All Ages,-,Movie,Toei Animation,6.70,1164 ,Ranked #5008,Popularity #8185,2988,https://myanimelist.net/anime/29868/Go_Princess_Precure_Movie__Go_Go_Gouka_3-bondate,Shoujo
Crayon Kingdom of Dreams,夢のクレヨン王国,70,Book,G - All Ages,Fall 1997,TV,Toei Animation,7.04,580 ,Ranked #3557,Popularity #8215,2948,https://myanimelist.net/anime/4651/Yume_no_Crayon_Oukoku,Shoujo
-,流れ星レンズ,3,Unknown,G - All Ages,-,Special,-,6.14,930 ,Ranked #7839,Popularity #8244,2894,https://myanimelist.net/anime/15717/Nagareboshi_Lens_Specials,Shoujo
-,アンジェリーク　～白い翼のメモワール～,2,Game,PG - Children,-,OVA,-,5.91,883 ,Ranked #8801,Popularity #8252,2884,https://myanimelist.net/anime/2536/Angelique__Shiroi_Tsubasa_no_Memoire,Shoujo
-,アイカツ！ミュージックアワード　みんなで賞をもらっちゃいまSHOW！,1,Original,PG - Children,-,Movie,Bandai Namco Pictures,6.96,977 ,Ranked #3864,Popularity #8299,2857,https://myanimelist.net/anime/30845/Aikatsu_Music_Award__Minna_de_Shou_wo_MoracchaimaShow,Shoujo
Goulart Knights: Evoked the Beginning White,グラール騎士団 Evoked THE Beginning White,1,Original,PG-13 - Teens 13 or older,-,OVA,Studio Blanc,5.97,458 ,Ranked #8603,Popularity #8302,2831,https://myanimelist.net/anime/13993/Goulart_Knights__Evoked_the_Beginning_White,Shoujo
-,映画 HUGっと！プリキュア♡ふたりはプリキュア オールスターズメモリーズ,1,Original,G - All Ages,-,Movie,Toei Animation,7.53,992 ,Ranked #1510,Popularity #8325,2840,https://myanimelist.net/anime/37501/Hug_tto_Precure♡Futari_wa_Precure_Movie__All_Stars_Memories,Shoujo
PriPri Chi-chan!!,プリプリちぃちゃん!!,36,Manga,G - All Ages,Spring 2017,TV,OLM,6.25,573 ,Ranked #7309,Popularity #8345,2806,https://myanimelist.net/anime/34799/PriPri_Chii-chan,Shoujo
-,ジュエルペット ハッピネス,52,Original,PG - Children,Spring 2013,TV,Studio Comet,6.69,624 ,Ranked #5050,Popularity #8360,2775,https://myanimelist.net/anime/17497/Jewelpet_Happiness,Shoujo
-,アイカツ！〜ねらわれた魔法のアイカツ！カード〜,1,Original,PG - Children,-,Movie,Bandai Namco Pictures,7.25,978 ,Ranked #2590,Popularity #8365,2783,https://myanimelist.net/anime/32806/Aikatsu__Nerawareta_Mahou_no_Aikatsu_Card,Shoujo
-,パンドラとアクビ,2,Other,G - All Ages,-,Movie,Bakken Record,6.14,448 ,Ranked #7842,Popularity #8390,2745,https://myanimelist.net/anime/39249/Pandora_to_Akubi,Shoujo
-,映画プリキュアオールスターズ みんなで歌う♪奇跡の魔法！,1,Original,G - All Ages,-,Movie,Toei Animation,6.96,1036 ,Ranked #3851,Popularity #8392,2756,https://myanimelist.net/anime/32160/Precure_All_Stars_Movie__Minna_de_Utau♪_-_Kiseki_no_Mahou,Shoujo
-,ある日 犬の国から手紙が来て,1,Manga,G - All Ages,-,OVA,-,6.55,1460 ,Ranked #5746,Popularity #8408,2723,https://myanimelist.net/anime/31387/Aru_Hi_Inu_no_Kuni_kara_Tegami_ga_Kite,Shoujo
-,映画プリキュアドリームスターズ!,1,Original,G - All Ages,-,Movie,Toei Animation,6.86,919 ,Ranked #4253,Popularity #8419,2721,https://myanimelist.net/anime/34302/Precure_Dream_Stars_Movie,Shoujo
-,映画プリキュアオールスターズ　春のカーニバル♪,1,Original,G - All Ages,-,Movie,Toei Animation,6.44,1082 ,Ranked #6335,Popularity #8437,2710,https://myanimelist.net/anime/28511/Precure_All_Stars_Movie__Haru_no_Carnival♪,Shoujo
-,映画魔法つかいプリキュア！奇跡の変身！キュアモフルン！,1,Original,G - All Ages,-,Movie,Toei Animation,7.36,960 ,Ranked #2126,Popularity #8478,2677,https://myanimelist.net/anime/33183/Mahoutsukai_Precure_Movie__Kiseki_no_Henshin_Cure_Mofurun,Shoujo
-,プリティーリズム・オールスターセレクション,11,Game,PG - Children,Spring 2014,TV,"Tatsunoko Production,             Dongwoo A&E",6.43,560 ,Ranked #6415,Popularity #8476,2654,https://myanimelist.net/anime/22215/Pretty_Rhythm__All_Star_Selection,Shoujo
Alpenrose,炎のアルペンローゼ・ジュディ＆ランディ,20,Manga,PG-13 - Teens 13 or older,Spring 1985,TV,Tatsunoko Production,6.77,709 ,Ranked #4660,Popularity #8506,2638,https://myanimelist.net/anime/3807/Honoo_no_Alpenrose__Judy___Randy,Shoujo
Slow Step,スローステップ,5,Manga,PG-13 - Teens 13 or older,-,OVA,Youmex,6.56,763 ,Ranked #5699,Popularity #8514,2631,https://myanimelist.net/anime/2180/Slow_Step,Shoujo
-,サクラ大戦 奏組,1,Manga,PG-13 - Teens 13 or older,-,Music,A-1 Pictures,5.64,635 ,Ranked #9697,Popularity #8534,2600,https://myanimelist.net/anime/15127/Sakura_Taisen__Kanadegumi,Shoujo
-,遙かなる時空の中で3 終わりなき運命,1,Visual novel,PG-13 - Teens 13 or older,-,Special,-,6.58,660 ,Ranked #5610,Popularity #8540,2599,https://myanimelist.net/anime/7254/Harukanaru_Toki_no_Naka_de_3__Owarinaki_Unmei,Shoujo
-,ユキの太陽,1,Manga,PG - Children,-,Special,-,5.38,1343 ,Ranked #10422,Popularity #8544,2595,https://myanimelist.net/anime/15021/Yuki_no_Taiyou_Pilot,Shoujo
-,アンジェリーク　聖地より愛をこめて,3,Unknown,PG - Children,-,OVA,-,6.19,746 ,Ranked #7576,Popularity #8551,2586,https://myanimelist.net/anime/2535/Angelique__Seichi_yori_Ai_wo_Komete,Shoujo
-,スウィート・ヴァレリアン,18,Original,G - All Ages,Summer 2004,TV,Madhouse,5.77,842 ,Ranked #9303,Popularity #8564,2572,https://myanimelist.net/anime/2727/Sweet_Valerian,Shoujo
-,赤毛のアン グリーンゲーブルズへの道,1,Novel,G - All Ages,-,Movie,Nippon Animation,6.69,606 ,Ranked #5024,Popularity #8584,2553,https://myanimelist.net/anime/8950/Akage_no_Anne__Green_Gables_e_no_Michi,Shoujo
-,魔女っ子メグちゃん,72,Unknown,PG-13 - Teens 13 or older,Spring 1974,TV,Toei Animation,6.62,519 ,Ranked #5430,Popularity #8592,2552,https://myanimelist.net/anime/3388/Majokko_Megu-chan,Shoujo
-,遙かなる時空の中で〜八葉抄〜 1〜9,8,Visual novel,PG-13 - Teens 13 or older,-,Special,-,6.37,831 ,Ranked #6690,Popularity #8594,2549,https://myanimelist.net/anime/1905/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou_Specials,Shoujo
-,プリティーリズム・オーロラドリーム　プリズム笑劇場,51,Game,PG - Children,-,Special,Tatsunoko Production,6.78,783 ,Ranked #4600,Popularity #8595,2551,https://myanimelist.net/anime/11911/Pretty_Rhythm__Aurora_Dream_-_Prism_Shougekijou,Shoujo
-,映画スター☆トゥインクルプリキュア 星のうたに想いをこめて,1,Original,G - All Ages,-,Movie,Toei Animation,7.64,877 ,Ranked #1187,Popularity #8697,2470,https://myanimelist.net/anime/38850/Star☆Twinkle_Precure__Hoshi_no_Uta_ni_Omoi_wo_Komete,Shoujo
-,あずきちゃん,117,Manga,G - All Ages,Spring 1995,TV,Madhouse,6.73,798 ,Ranked #4845,Popularity #8707,2440,https://myanimelist.net/anime/1893/Azuki-chan,Shoujo
The Best!! Extremely Cool Student Council President Second Collection,極上!!めちゃモテ委員長 セカンドコレクション,51,Manga,PG - Children,Spring 2010,TV,SynergySP,6.31,550 ,Ranked #6994,Popularity #8739,2410,https://myanimelist.net/anime/8538/Gokujou_Mecha_Mote_Iinchou_Second_Collection,Shoujo
-,贄姫と獣の王,Unknown,Manga,None,-,TV,-,N/A,- user,Ranked N/A,Popularity #8753,2463,https://myanimelist.net/anime/46422/Niehime_to_Kemono_no_Ou,Shoujo
-,みかん絵日記,30,Manga,G - All Ages,Fall 1992,TV,Nippon Animation,7.19,606 ,Ranked #2886,Popularity #8772,2374,https://myanimelist.net/anime/3345/Mikan_Enikki,Shoujo
Animal Lane,アニマル横町,51,Manga,G - All Ages,Fall 2005,TV,Gallop,6.86,499 ,Ranked #4272,Popularity #8790,2347,https://myanimelist.net/anime/280/Animal_Yokochou,Shoujo
-,バディゴ!,4,Manga,PG - Children,-,Special,-,6.19,952 ,Ranked #7579,Popularity #8811,2344,https://myanimelist.net/anime/34173/Buddy_Go_2,Shoujo
Secrets of Akko-chan,ひみつのアッコちゃん,94,Unknown,G - All Ages,Winter 1969,TV,Toei Animation,6.27,501 ,Ranked #7191,Popularity #8812,2324,https://myanimelist.net/anime/3285/Himitsu_no_Akko-chan,Shoujo
A-Girl,A-Girl [エー・ガール],1,Manga,PG-13 - Teens 13 or older,-,OVA,Madhouse,5.60,880 ,Ranked #9816,Popularity #8818,2324,https://myanimelist.net/anime/5447/A-Girl,Shoujo
The Mischevious Twins,おちゃめな双子　－クレア学院物語－,26,Novel,G - All Ages,Winter 1991,TV,TMS Entertainment,7.07,868 ,Ranked #3417,Popularity #8850,2290,https://myanimelist.net/anime/2570/Ochame_na_Futago__Claire_Gakuin_Monogatari,Shoujo
Magical Idol Pastel Yumi,魔法のアイドル パステルユーミ,25,Original,G - All Ages,Spring 1986,TV,Studio Pierrot,6.30,487 ,Ranked #7072,Popularity #8885,2267,https://myanimelist.net/anime/3660/Mahou_no_Idol_Pastel_Yumi,Shoujo
Goldfish Warning!,きんぎょ注意報！,54,Unknown,PG - Children,Winter 1991,TV,Toei Animation,6.84,309 ,Ranked #4380,Popularity #8889,2262,https://myanimelist.net/anime/727/Kingyo_Chuuihou,Shoujo
-,エースをねらえ！２,13,Manga,PG-13 - Teens 13 or older,-,OVA,Annapuru,6.86,659 ,Ranked #4271,Popularity #8943,2208,https://myanimelist.net/anime/314/Ace_wo_Nerae_2,Shoujo
Magical Princess Minky Momo: Hold on to Your Dreams,魔法のプリンセス　ミンキーモモ（夢を抱きしめて）,62,Original,G - All Ages,Fall 1991,TV,Production Reed,6.60,567 ,Ranked #5521,Popularity #8946,2201,https://myanimelist.net/anime/5953/Mahou_no_Princess_Minky_Momo__Yume_wo_Dakishimete,Shoujo
-,ジュエルペット マジカルチェンジ,39,Original,PG - Children,Spring 2015,TV,Studio Deen,6.36,375 ,Ranked #6761,Popularity #8961,2220,https://myanimelist.net/anime/30030/Jewelpet_Magical_Change,Shoujo
-,花の魔法使いマリーベル,50,Original,G - All Ages,Winter 1992,TV,"Production Reed,             Asahi Production",6.43,504 ,Ranked #6398,Popularity #8977,2180,https://myanimelist.net/anime/2804/Hana_no_Mahoutsukai_Mary_Bell,Shoujo
-,とんがり帽子のメモル,50,Original,G - All Ages,Spring 1984,TV,Toei Animation,6.88,667 ,Ranked #4193,Popularity #9041,2117,https://myanimelist.net/anime/3754/Tongari_Boushi_no_Memole,Shoujo
Glass Mask: The Girl of a Thousand Masks,ガラスの仮面～千の仮面を持つ少女～,3,Manga,PG-13 - Teens 13 or older,-,OVA,Tokyo Movie Shinsha,6.92,647 ,Ranked #4031,Popularity #9055,2101,https://myanimelist.net/anime/3734/Glass_no_Kamen__Sen_no_Kamen_wo_Motsu_Shoujo,Shoujo
That Girl is 1000%,あの子に1000％,1,Manga,PG-13 - Teens 13 or older,-,OVA,-,5.19,1048 ,Ranked #10828,Popularity #9068,2094,https://myanimelist.net/anime/7475/Ano_Ko_ni_1000,Shoujo
-,ラ・セーヌの星,39,Unknown,G - All Ages,Spring 1975,TV,Sunrise,6.50,659 ,Ranked #6040,Popularity #9069,2098,https://myanimelist.net/anime/3054/La_Seine_no_Hoshi,Shoujo
-,若草のシャルロット,30,Unknown,G - All Ages,Fall 1977,TV,Nippon Animation,6.71,534 ,Ranked #4974,Popularity #9071,2093,https://myanimelist.net/anime/3196/Wakakusa_no_Charlotte,Shoujo
-,プリキュアオールスターズDX the DANCE LIVE♥ ～ミラクルダンスステージへようこそ～,1,Original,G - All Ages,-,OVA,Toei Animation,6.96,663 ,Ranked #3850,Popularity #9076,2092,https://myanimelist.net/anime/11569/Precure_All_Stars_DX_the_Dance_Live♥__Miracle_Dance_Stage_e_Youkoso,Shoujo
Candy Candy: Candy's Summer Vacation,キャンディ・キャンディ キャンディの夏休み,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.71,730 ,Ranked #4933,Popularity #9083,2088,https://myanimelist.net/anime/2802/Candy_Candy__Candy_no_Natsu_Yasumi,Shoujo
-,魔法のエンジェル スイートミント,47,Original,G - All Ages,Spring 1990,TV,Production Reed,6.39,235 ,Ranked #6605,Popularity #9090,2075,https://myanimelist.net/anime/2040/Mahou_no_Angel_Sweet_Mint,Shoujo
-,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった… OAD,1,Light novel,PG-13 - Teens 13 or older,-,OVA,-,N/A,- user,Ranked N/A,Popularity #9110,707,https://myanimelist.net/anime/49457/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_OVA,Shoujo
Minky Momo in the Bridge Over Dreams,ＭＩＮＫＹ　ＭＯＭＯ　ｉｎ　夢にかける橋,1,Unknown,G - All Ages,-,OVA,Asahi Production,7.06,768 ,Ranked #3490,Popularity #9159,2029,https://myanimelist.net/anime/3462/Minky_Momo_in_Yume_ni_Kakeru_Hashi,Shoujo
-,B-PROJECT,Unknown,Music,PG-13 - Teens 13 or older,-,TV,-,N/A,- user,Ranked N/A,Popularity #9191,2039,https://myanimelist.net/anime/44081/B-Project_3rd_Season,Shoujo
Blue Sonnet,紅い牙 ブルー・ソネット,5,Manga,R+ - Mild Nudity,-,OVA,Tatsunoko Production,5.97,660 ,Ranked #8588,Popularity #9214,1989,https://myanimelist.net/anime/2051/Akai_Kiba__Blue_Sonnet,Shoujo
-,怦然心动,Unknown,Web manga,None,-,ONA,-,N/A,- user,Ranked N/A,Popularity #9280,1973,https://myanimelist.net/anime/40632/Peng_Ran_Xindong,Shoujo
-,劇場版プリパラ　み～んなあつまれ！プリズム☆ツアーズ,1,Game,PG - Children,-,Movie,Tatsunoko Production,6.65,598 ,Ranked #5255,Popularity #9283,1953,https://myanimelist.net/anime/25857/PriPara_Movie__Minna_Atsumare_Prism☆Tours,Shoujo
-,遙かなる時空の中で〜八葉抄〜,2,Visual novel,PG-13 - Teens 13 or older,-,OVA,-,6.47,560 ,Ranked #6175,Popularity #9289,1933,https://myanimelist.net/anime/1907/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou_OVA,Shoujo
Please Save My Earth Movie: From Alice to Rin-kun,ぼくの地球を守って～亜梨子から、輪くんへ～,1,Unknown,PG-13 - Teens 13 or older,-,Movie,Production I.G,6.65,375 ,Ranked #5219,Popularity #9320,1910,https://myanimelist.net/anime/7366/Boku_no_Chikyuu_wo_Mamotte__Alice_kara_Rin-kun_e,Shoujo
New Aim for the Ace!,新・エースをねらえ!,25,Manga,PG-13 - Teens 13 or older,Fall 1978,TV,Tohokushinsha Film Corporation,6.49,299 ,Ranked #6089,Popularity #9346,1888,https://myanimelist.net/anime/8542/Shin_Ace_wo_Nerae,Shoujo
-,劇場版 うたの☆プリンスさまっ♪ マジLOVEスターリッシュツアーズ,1,Game,PG-13 - Teens 13 or older,-,Movie,A-1 Pictures,N/A,- user,Ranked N/A,Popularity #9356,1928,https://myanimelist.net/anime/48573/Uta_no☆Prince-sama♪_Movie__Maji_Love_ST☆RISH_Tours,Shoujo
-,プリキュアからみんなへの応援ムービー,1,Original,G - All Ages,-,ONA,Toei Animation,6.09,597 ,Ranked #8080,Popularity #9364,1871,https://myanimelist.net/anime/10736/Precure_kara_Minna_e_no_Ouen_Movie,Shoujo
Candy Candy: The Call of Spring,キャンディ・キャンディ 春の呼び声,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.53,664 ,Ranked #5851,Popularity #9365,1874,https://myanimelist.net/anime/2801/Candy_Candy__Haru_no_Yobigoe,Shoujo
-,キラッとプリ☆チャン シーズン2,51,Game,PG - Children,Spring 2019,TV,Tatsunoko Production,7.13,338 ,Ranked #3161,Popularity #9371,1896,https://myanimelist.net/anime/38804/Kiratto_Pri☆chan_Season_2,Shoujo
-,映画プリキュアミラクルユニバース,1,Original,PG - Children,-,Movie,Toei Animation,6.34,624 ,Ranked #6828,Popularity #9374,1876,https://myanimelist.net/anime/38672/Precure_Miracle_Universe_Movie,Shoujo
-,劇場版 プリティーリズム・オールスターセレクション プリズムショー☆ベストテン,1,Game,PG - Children,-,Movie,"Tatsunoko Production,             10Gauge",6.53,382 ,Ranked #5885,Popularity #9379,1861,https://myanimelist.net/anime/21707/Pretty_Rhythm_Movie__All_Star_Selection_-_Prism_Show☆Best_Ten,Shoujo
-,プリンセス・プリンセス,12,Manga,PG-13 - Teens 13 or older,-,Special,Studio Deen,6.44,436 ,Ranked #6336,Popularity #9395,1861,https://myanimelist.net/anime/30625/Princess_Princess_Specials,Shoujo
Cherry no Manma,Cherryのまんま,1,Manga,PG-13 - Teens 13 or older,-,OVA,-,4.83,909 ,Ranked #11276,Popularity #9519,1768,https://myanimelist.net/anime/6346/Cherry_no_Manma,Shoujo
-,映画プリキュアミラクルリープ みんなとの不思議な1日,1,Original,G - All Ages,-,Movie,Toei Animation,7.05,387 ,Ranked #3526,Popularity #9606,1730,https://myanimelist.net/anime/40587/Precure_Miracle_Leap_Movie__Minna_to_no_Fushigi_na_Ichinichi,Shoujo
-,ふたりはプリキュア Splash Star マジッ★ドキッ♥ シアター,1,Original,G - All Ages,-,Movie,-,6.23,497 ,Ranked #7397,Popularity #9629,1713,https://myanimelist.net/anime/26053/Futari_wa_Precure__Splash☆Star_Maji★Doki♥_Theater,Shoujo
-,映画 プリパラ み～んなのあこがれ♪ レッツゴー☆プリパリ,1,Game,PG - Children,-,Movie,Tatsunoko Production,7.05,556 ,Ranked #3527,Popularity #9643,1701,https://myanimelist.net/anime/31919/PriPara_Movie__Minna_no_Akogare♪_Lets_Go☆Prix_Paris,Shoujo
Spellbound! Magical Princess Lilpri,ひめチェン! おとぎちっくアイドル リルぷりっ,51,Unknown,PG - Children,Spring 2011,TV,Telecom Animation Film,6.64,522 ,Ranked #5318,Popularity #9647,1704,https://myanimelist.net/anime/31068/Hime_Chen_Otogi_Chikku_Idol_Lilpri_2011,Shoujo
-,オズマフィア 13,1,Visual novel,PG-13 - Teens 13 or older,-,Special,-,5.58,339 ,Ranked #9865,Popularity #9655,1692,https://myanimelist.net/anime/33618/Ozmafia_Special,Shoujo
-,ちびまる子ちゃん (1990),1,Manga,G - All Ages,-,Movie,-,7.12,768 ,Ranked #3201,Popularity #9663,1680,https://myanimelist.net/anime/3203/Chibi_Maruko-chan_Movie,Shoujo
Magical Princess Minky Momo: La Ronde in my Dream,魔法のプリンセス ミンキーモモ夢の中の輪舞,1,Unknown,G - All Ages,-,OVA,Production Reed,6.52,571 ,Ranked #5945,Popularity #9706,1654,https://myanimelist.net/anime/2272/Mahou_no_Princess_Minky_Momo__Yume_no_Naka_no_Rondo,Shoujo
I'll Make a Habit of It,超くせになりそう,39,Manga,PG-13 - Teens 13 or older,Spring 1994,TV,"Studio Kyuuma,             Studio Kikan,             Azeta Pictures",6.27,189 ,Ranked #7180,Popularity #9717,1647,https://myanimelist.net/anime/2771/Chou_Kuse_ni_Narisou,Shoujo
-,クラッシュ！,3,Manga,G - All Ages,-,Special,-,5.46,534 ,Ranked #10222,Popularity #9722,1639,https://myanimelist.net/anime/15893/Crash,Shoujo
-,オズ,2,Manga,R - 17+ (violence & profanity),-,OVA,"Madhouse,             Studio Fantasia",5.47,401 ,Ranked #10196,Popularity #9816,1584,https://myanimelist.net/anime/2785/OZ,Shoujo
-,魔法少女ララベル,49,Unknown,G - All Ages,Winter 1980,TV,Toei Animation,6.34,352 ,Ranked #6875,Popularity #9821,1581,https://myanimelist.net/anime/3878/Mahou_Shoujo_Lalabel,Shoujo
-,ハーバーライト物語 ファッションララより,1,Original,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,5.30,595 ,Ranked #10608,Popularity #9853,1564,https://myanimelist.net/anime/3320/Harbor_Light_Monogatari__Fashion_Lala_yori,Shoujo
