Title_english,Title_japanese,Anime_episodes,Anime_source,Ratings,Season,Type,Studio,score,scored_by,ranked,popularity,members,links,genre
-,チェーンソーメイド外伝 エピソード0,1,Original,R - 17+ (violence & profanity),-,Special,-,4.86,734 ,Ranked #11256,Popularity #10505,1190,https://myanimelist.net/anime/37742/Chainsaw_Maid_Episode_0,Horror
-,世にも恐ろしいグリム童話,3,Other,R - 17+ (violence & profanity),-,OVA,Group TAC,6.08,186 ,Ranked #8129,Popularity #10517,1155,https://myanimelist.net/anime/4085/Yonimo_Osoroshii_Grimm_Douwa,Horror
The Truth of Japanese Fairy Tales,世にも恐ろしい日本昔話,3,Unknown,R+ - Mild Nudity,-,OVA,-,5.85,126 ,Ranked #9037,Popularity #10549,1142,https://myanimelist.net/anime/9829/Yonimo_Osoroshii_Nihon_Mukashibanashi,Horror
Strange Tales of Modern Mysterious Events,現代畸聞録　怪異物語,1,Unknown,None,-,OVA,Toei Animation,N/A,- ,Ranked #14976,Popularity #10593,1118,https://myanimelist.net/anime/6271/Gendai_Kibunroku_Kaii_Monogatari,Horror
Dream Dimension Gentleman,夢幻紳士　冒険活劇編,1,Manga,PG-13 - Teens 13 or older,-,OVA,Gallop,5.48,366 ,Ranked #10147,Popularity #10637,1100,https://myanimelist.net/anime/8162/Mugen_Shinshi__Bouken_Katsugeki-hen,Horror
Fobia,未来超獣フォビア,2,Unknown,Rx - Hentai,-,OVA,-,4.93,286 ,Ranked N/A,Popularity #10643,1097,https://myanimelist.net/anime/4556/Mirai_Choujuu_Fobia,Horror
-,注文の多い料理店,1,Book,G - All Ages,-,Movie,-,5.49,487 ,Ranked #10131,Popularity #10665,1088,https://myanimelist.net/anime/30967/Chuumon_no_Ooi_Ryouriten_1993,Horror
-,内田春菊の呪いのワンピース,1,Manga,PG-13 - Teens 13 or older,-,Special,"Kyoto Animation,             Shin-Ei Animation",5.90,411 ,Ranked #8833,Popularity #10750,1081,https://myanimelist.net/anime/41340/Uchida_Shungicu_no_Noroi_no_One-Piece,Horror
-,怪物くん,49,Manga,PG - Children,Spring 1968,TV,"Studio Zero,             Tokyo Movie",6.49,325 ,Ranked #6069,Popularity #10762,1045,https://myanimelist.net/anime/3129/Kaibutsu-kun,Horror
-,夢枕 獏 とわいらいと劇場,4,Novel,R+ - Mild Nudity,-,OVA,"Studio Pierrot,             D.A.S.T.",5.69,187 ,Ranked #9567,Popularity #10773,1040,https://myanimelist.net/anime/12769/Yumemakura_Baku_Twilight_Gekijou,Horror
Ling Cage,灵笼:INCARNATION 下半季,6,Original,R - 17+ (violence & profanity),-,ONA,YHKT Entertainment,7.60,342 ,Ranked #1310,Popularity #10781,1058,https://myanimelist.net/anime/42290/Ling_Long__Incarnation_Part_2,Horror
-,学校の怪談,10,Unknown,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,6.43,174 ,Ranked #6394,Popularity #10883,989,https://myanimelist.net/anime/22053/Gakkou_no_Kaidan_OVA,Horror
-,诡水疑云,12,Web manga,PG-13 - Teens 13 or older,-,ONA,-,5.87,174 ,Ranked #8961,Popularity #10886,991,https://myanimelist.net/anime/33761/Qui_Shui_Yi_Yun,Horror
-,グレゴリーホラーショー - The Bloody Karte,12,Original,PG-13 - Teens 13 or older,-,Special,Milky Cartoon,5.76,420 ,Ranked #9335,Popularity #10908,977,https://myanimelist.net/anime/12485/Gregory_Horror_Show__The_Bloody_Karte,Horror
-,ベールガ,1,Unknown,R - 17+ (violence & profanity),-,Movie,-,4.86,480 ,Ranked #11255,Popularity #10914,982,https://myanimelist.net/anime/28951/Beluga,Horror
Spooky Kitaro: Japan Explodes!!,劇場版 ゲゲゲの鬼太郎 日本爆裂!!,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.44,288 ,Ranked #6367,Popularity #10930,966,https://myanimelist.net/anime/8145/Gegege_no_Kitarou__Nippon_Bakuretsu,Horror
Spooky Kitaro: Giant Sea Monster,ゲゲゲの鬼太郎 大海獣,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.26,280 ,Ranked #7261,Popularity #10967,948,https://myanimelist.net/anime/8146/Gegege_no_Kitarou__Daikaijuu,Horror
-,注文の多い料理店,1,Book,G - All Ages,-,Movie,-,5.64,312 ,Ranked #9711,Popularity #11003,936,https://myanimelist.net/anime/7621/Chuumon_no_Ooi_Ryouriten,Horror
-,exception,Unknown,Original,None,-,ONA,"Tatsunoko Production,             5 Inc.",N/A,- user,Ranked N/A,Popularity #11065,988,https://myanimelist.net/anime/49163/Exception,Horror
-,トイレの花子さん,1,Other,PG-13 - Teens 13 or older,-,Movie,Studio Pierrot,6.25,133 ,Ranked #7317,Popularity #11081,910,https://myanimelist.net/anime/8539/Toilet_no_Hanako-san,Horror
-,ハイスクールミステリー 学園七不思議,41,Unknown,R - 17+ (violence & profanity),Spring 1991,TV,-,N/A,- ,Ranked #15285,Popularity #11093,906,https://myanimelist.net/anime/9882/High_School_Mystery__Gakuen_Nanafushigi,Horror
-,悪魔くん,42,Manga,G - All Ages,Spring 1989,TV,Toei Animation,6.08,146 ,Ranked #8131,Popularity #11126,895,https://myanimelist.net/anime/8194/Akuma-kun,Horror
-,学校の幽霊,6,Unknown,PG-13 - Teens 13 or older,-,OVA,"Toei Animation,             Aubec",5.98,108 ,Ranked #8580,Popularity #11140,890,https://myanimelist.net/anime/20353/Gakkou_no_Yuurei,Horror
-,怪物くん (1980),94,Unknown,G - All Ages,Fall 1980,TV,Shin-Ei Animation,6.47,372 ,Ranked #6181,Popularity #11167,879,https://myanimelist.net/anime/3130/Kaibutsu-kun_1980,Horror
-,地獄堂霊界通信,1,Novel,PG-13 - Teens 13 or older,-,OVA,-,6.16,327 ,Ranked #7776,Popularity #11175,876,https://myanimelist.net/anime/9824/Jigokudou_Reikai_Tsuushin,Horror
-,【ゾンミちゃん】ハロウィン☆スペシャルムービー！,1,Original,PG-13 - Teens 13 or older,-,ONA,Neft Film,4.49,413 ,Ranked #11476,Popularity #11278,849,https://myanimelist.net/anime/33042/Zonmi-chan__Halloween☆Special_Movie,Horror
-,ギフト±,20,Manga,PG-13 - Teens 13 or older,-,ONA,-,N/A,- ,Ranked #15004,Popularity #11279,850,https://myanimelist.net/anime/38348/Gift±,Horror
Spooky Kitaro,ゲゲゲの鬼太郎,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.11,190 ,Ranked #7971,Popularity #11333,825,https://myanimelist.net/anime/8152/Gegege_no_Kitarou_1985_Movie,Horror
-,ゲゲゲの鬼太郎　地獄編,7,Unknown,G - All Ages,Winter 1988,TV,Toei Animation,6.32,161 ,Ranked #6962,Popularity #11430,796,https://myanimelist.net/anime/8158/Gegege_no_Kitarou__Jigoku-hen,Horror
-,TIMING,1,Unknown,R - 17+ (violence & profanity),-,ONA,-,5.35,175 ,Ranked #10510,Popularity #11434,797,https://myanimelist.net/anime/9662/Timing,Horror
-,学校のｺﾜｲうわさ 新・花子さんがきた!!,33,Unknown,None,Summer 2010,TV,-,N/A,- ,Ranked #14926,Popularity #11438,794,https://myanimelist.net/anime/9345/Gakkou_no_Kowai_Uwasa_Shin__Hanako-san_ga_Kita,Horror
-,ゲゲゲの鬼太郎 妖怪特急！まぼろしの汽車,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.03,194 ,Ranked #8356,Popularity #11547,760,https://myanimelist.net/anime/8157/Gegege_no_Kitarou__Youkai_Tokkyuu_Maboroshi_no_Kisha,Horror
-,変幻退魔夜行 カルラ舞う！ 仙台小芥子怨歌,6,Manga,R - 17+ (violence & profanity),-,OVA,-,6.24,118 ,Ranked #7370,Popularity #11560,757,https://myanimelist.net/anime/2073/Hengen_Taima_Yakou_Karura_Mau_Sendai_Kokeshi_Enka,Horror
Spooky Kitaro: The All Seeing Eye,ゲゲゲの鬼太郎 地相眼,1,Unknown,G - All Ages,-,Movie,Toei Animation,5.91,226 ,Ranked #8806,Popularity #11564,754,https://myanimelist.net/anime/8150/Gegege_no_Kitarou__Chisougan,Horror
-,彼岸島X,12,Manga,R - 17+ (violence & profanity),-,ONA,-,N/A,- ,Ranked #15278,Popularity #11581,756,https://myanimelist.net/anime/34222/Higanjima_X,Horror
The Hell (Two Kinds of Life),지옥 두개 의 삶,1,Unknown,R+ - Mild Nudity,-,Movie,-,6.02,113 ,Ranked #8411,Popularity #11587,758,https://myanimelist.net/anime/33144/Jiok,Horror
Alice in Voodooland,Alice in Voodooland,1,Other,R - 17+ (violence & profanity),-,Music,-,5.62,384 ,Ranked #9764,Popularity #11681,729,https://myanimelist.net/anime/38906/Alice_in_Voodooland,Horror
The Undertaker and the Dog,葬儀屋と犬,1,Unknown,G - All Ages,-,Movie,-,5.04,324 ,Ranked #11080,Popularity #11700,726,https://myanimelist.net/anime/28953/Sougiya_to_Inu,Horror
-,ギルスティン,1,Unknown,R - 17+ (violence & profanity),-,Movie,-,N/A,- ,Ranked #15082,Popularity #11757,698,https://myanimelist.net/anime/11995/Guilstein,Horror
Spooky Kitarou: Ghost War Struggle,ゲゲゲの鬼太郎 妖怪大戦争,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.15,146 ,Ranked #7806,Popularity #11817,681,https://myanimelist.net/anime/8153/Gegege_no_Kitarou__Youkai_Daisensou,Horror
Spooky Kitarou: The Strongest Ghost Army! Landing in Japan!!,ゲゲゲの鬼太郎 最強妖怪軍団！日本陸!!,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.25,128 ,Ranked #7289,Popularity #11901,661,https://myanimelist.net/anime/8154/Gegege_no_Kitarou__Saikyou_Youkai_Gundan_Nippon_Jouriku,Horror
Ling Cage,灵笼:INCARNATION 中章,1,Original,R - 17+ (violence & profanity),-,ONA,YHKT Entertainment,7.38,254 ,Ranked #2041,Popularity #11912,674,https://myanimelist.net/anime/42985/Ling_Long__Incarnation_Middle_Chapter,Horror
-,悪魔くん,1,Unknown,G - All Ages,-,Movie,Toei Animation,5.87,190 ,Ranked #8935,Popularity #11989,639,https://myanimelist.net/anime/8226/Akuma-kun_Movie,Horror
Squid Festival,納涼アニメ 電球烏賊祭,1,Original,PG-13 - Teens 13 or older,-,Movie,-,4.60,327 ,Ranked #11435,Popularity #11995,648,https://myanimelist.net/anime/30659/Nouryou_Anime__Denkyuu_Ika_Matsuri,Horror
Spooky Kitaro: Crash!! The Great Rebellion of the Multi-Dimensional Yōkai,ゲゲゲの鬼太郎 激突!!異次元妖怪の大反乱,1,Unknown,G - All Ages,-,Movie,Toei Animation,6.18,122 ,Ranked #7666,Popularity #12015,631,https://myanimelist.net/anime/8155/Gegege_no_Kitarou__Gekitotsu_Ijigen_Youkai_no_Daihanran,Horror
Cat Eyed Boy,妖怪伝 猫目小僧,25,Manga,G - All Ages,Spring 1976,TV,-,N/A,- ,Ranked #13830,Popularity #12090,619,https://myanimelist.net/anime/23351/Youkaiden_Nekome_Kozou,Horror
Chainsaw Bunny Deleted Scene,CHAINSAW BUNNY Deleted Scene,1,Original,R - 17+ (violence & profanity),-,ONA,-,4.69,283 ,Ranked #11371,Popularity #12212,599,https://myanimelist.net/anime/37256/Chainsaw_Bunny__Deleted_Scene,Horror
-,テレビ,1,Unknown,PG - Children,-,ONA,-,5.42,302 ,Ranked #10319,Popularity #12211,586,https://myanimelist.net/anime/8682/Television,Horror
-,日野日出志 東海道 四谷怪談,1,Unknown,None,-,OVA,-,N/A,- ,Ranked #15317,Popularity #12215,585,https://myanimelist.net/anime/17405/Hino_Hideshi_Toukaidou_Yotsuya_Kaidan,Horror
-,稲川淳二のすご～く恐い話,10,Book,PG - Children,-,ONA,-,N/A,- ,Ranked #15499,Popularity #12283,581,https://myanimelist.net/anime/36152/Inagawa_Junji_no_Sugoku_Kowai_Hanashi,Horror
-,恐怖新聞,2,Manga,PG-13 - Teens 13 or older,-,OVA,Studio Pierrot,N/A,- ,Ranked #16169,Popularity #12318,565,https://myanimelist.net/anime/17615/Kyoufu_Shinbun,Horror
-,エコエコアザラク,1,Unknown,None,-,OVA,Toei Animation,N/A,- ,Ranked #14789,Popularity #12409,544,https://myanimelist.net/anime/6267/Eko_Eko_Azarak,Horror
-,悪魔くん ようこそ悪魔ランドへ!!,1,Unknown,G - All Ages,-,Movie,Toei Animation,5.81,158 ,Ranked #9117,Popularity #12460,533,https://myanimelist.net/anime/8227/Akuma-kun__Youkoso_Akuma_Land_e,Horror
Adventure Boy Shadar,冒険少年シャダー,156,Unknown,PG-13 - Teens 13 or older,Fall 1967,TV,-,N/A,- ,Ranked #14352,Popularity #12558,515,https://myanimelist.net/anime/8182/Bouken_Shounen_Shadar,Horror
-,悪魔くん,Unknown,Manga,None,-,Unknown,-,N/A,- user,Ranked N/A,Popularity #12586,524,https://myanimelist.net/anime/48425/Akuma-kun_Shin_Anime,Horror
The Story of Mr. Sorry,제불찰씨 이야기,1,Unknown,PG-13 - Teens 13 or older,-,Movie,-,5.83,142 ,Ranked #9075,Popularity #12623,500,https://myanimelist.net/anime/8081/Je_Bul_Chal-ssi_Iyagi,Horror
-,MAKE MY DAY,Unknown,Original,None,-,ONA,5 Inc.,N/A,- user,Ranked N/A,Popularity #12648,538,https://myanimelist.net/anime/49164/Make_My_Day,Horror
-,カタリベ　人工知能がつぶやく呪いの予言,1,Manga,PG-13 - Teens 13 or older,-,ONA,-,4.72,190 ,Ranked #11354,Popularity #12686,497,https://myanimelist.net/anime/37243/Kataribe_Jinkou_Chinou_ga_Tsubuyaku_Noroi_no_Yogen,Horror
-,灵笼:INCARNATION 终章,2,Original,R - 17+ (violence & profanity),-,ONA,YHKT Entertainment,7.20,175 ,Ranked #2858,Popularity #12687,490,https://myanimelist.net/anime/44090/Ling_Long__Incarnation_Final_Chapter,Horror
-,俺たちゃ妖怪人間G,26,Original,PG-13 - Teens 13 or older,Spring 2018,TV,DLE,N/A,- ,Ranked #12113,Popularity #12794,471,https://myanimelist.net/anime/37559/Oretacha_Youkai_Ningen_G,Horror
-,藤子不二雄Aの夢魔子,1,Unknown,PG-13 - Teens 13 or older,-,Special,Shin-Ei Animation,5.67,124 ,Ranked #9599,Popularity #13061,421,https://myanimelist.net/anime/19533/Fujiko_Fujio_A_no_Mumako,Horror
Fire Emblem Heroes - BooKE III Movie：Cohort of the Dead,ファイアーエムブレム ヒーローズ - ブックスリームービ: コホート-オブ-ザ-デッド,1,Game,PG-13 - Teens 13 or older,-,Special,-,6.38,156 ,Ranked #6658,Popularity #13184,413,https://myanimelist.net/anime/43565/Fire_Emblem_Heroes_Book_III_Movie：Cohort_of_the_Dead,Horror
Freaky Highschool,ふりぃきぃ～はいすく～る,69,Original,PG - Children,Summer 2016,TV,-,N/A,- ,Ranked #14858,Popularity #13185,405,https://myanimelist.net/anime/35319/Freaky_Highschool,Horror
Runnin' Away Gelée,逃猫ジュレ,1,Original,PG-13 - Teens 13 or older,-,ONA,DLE,5.43,147 ,Ranked #10304,Popularity #13271,400,https://myanimelist.net/anime/33914/Nineko_Gelée,Horror
-,アニメ版 東海道・四谷怪談,1,Other,PG-13 - Teens 13 or older,-,Special,-,N/A,- ,Ranked #14122,Popularity #13285,391,https://myanimelist.net/anime/34236/Anime-ban_Toukaidou_Yotsuya_Kaidan,Horror
-,灵笼:INCARNATION 特别篇,1,Original,R - 17+ (violence & profanity),-,ONA,-,7.18,131 ,Ranked #2936,Popularity #13315,385,https://myanimelist.net/anime/48890/Ling_Long__Incarnation_Special,Horror
-,モンキーピーク,20,Manga,None,-,ONA,Tomovies,N/A,- ,Ranked #11647,Popularity #13365,379,https://myanimelist.net/anime/38579/Monkey_Peak,Horror
-,朱鷺色怪魔,4,Unknown,None,-,OVA,-,N/A,- ,Ranked #13296,Popularity #13453,367,https://myanimelist.net/anime/19513/Toki-iro_Kaima,Horror
Meccano,MECHANO SCIENTIFIC ATTACK FORCE,3,Unknown,None,-,OVA,-,N/A,- ,Ranked #16414,Popularity #13539,361,https://myanimelist.net/anime/24259/Mechano__Scientific_Attack_Force,Horror
The Crimson Whale,화산고래,1,Original,R - 17+ (violence & profanity),-,Movie,-,N/A,- ,Ranked #15439,Popularity #13570,355,https://myanimelist.net/anime/34674/Hwasan_Golae,Horror
-,The Girl and the Monster,Unknown,Original,PG - Children,-,ONA,-,5.20,111 ,Ranked #10814,Popularity #13597,349,https://myanimelist.net/anime/41851/The_Girl_and_the_Monster,Horror
-,真 学校の幽霊,1,Original,PG-13 - Teens 13 or older,-,OVA,-,N/A,- ,Ranked #12700,Popularity #13695,343,https://myanimelist.net/anime/35121/Shin_Gakkou_no_Yuurei,Horror
-,バーニング・ビレッジ,10,Unknown,None,-,OVA,-,N/A,- ,Ranked #14377,Popularity #13801,330,https://myanimelist.net/anime/10245/Burning_Village,Horror
-,怪物くん デーモンの剣,1,Unknown,G - All Ages,-,Movie,Shin-Ei Animation,N/A,- ,Ranked #15690,Popularity #13844,333,https://myanimelist.net/anime/22975/Kaibutsu-kun__Demon_no_Ken,Horror
-,쁘띠쁘띠 뮤즈,26,Original,G - All Ages,Winter 2008,TV,-,N/A,- ,Ranked #12256,Popularity #13860,327,https://myanimelist.net/anime/32660/Petit_Petit_Muse,Horror
-,ゾンビクレイアニメ「LIFE OF THE DEAD」,4,Original,R - 17+ (violence & profanity),-,OVA,Studio Binzo,N/A,- ,Ranked #13987,Popularity #13963,316,https://myanimelist.net/anime/30089/Zombie_Clay_Animation__Life_of_the_Dead,Horror
-,平成松江怪談～怪し～,2,Original,G - All Ages,-,ONA,DLE,N/A,- ,Ranked #15221,Popularity #14096,304,https://myanimelist.net/anime/35140/Heisei_Matsue_Kaidan__Ayashi,Horror
-,３分で分かる小泉八雲の怪談,7,Book,G - All Ages,-,ONA,-,N/A,- ,Ranked #14020,Popularity #14136,300,https://myanimelist.net/anime/37666/3-bu_de_Wakaru_Koizumi_Yakumo_no_Kaidan,Horror
-,妖怪人間ベム パートII,2,Original,PG-13 - Teens 13 or older,-,Special,Topcraft,N/A,- ,Ranked #13827,Popularity #14157,301,https://myanimelist.net/anime/38368/Youkai_Ningen_Bem__Part_II,Horror
-,闇夜の時代劇,2,Unknown,G - All Ages,-,Special,Sunrise,N/A,- ,Ranked #13762,Popularity #14182,299,https://myanimelist.net/anime/23765/Yamiyo_no_Jidaigeki,Horror
-,きもしば,13,Original,G - All Ages,Fall 2016,TV,"TMS Entertainment,             Jinnis Animation Studios",N/A,- ,Ranked #15926,Popularity #14226,298,https://myanimelist.net/anime/34233/Kimoshiba,Horror
-,彼岸島Ｘ「兄貴」,1,Manga,R - 17+ (violence & profanity),-,Special,-,N/A,- ,Ranked #15279,Popularity #14330,289,https://myanimelist.net/anime/35266/Higanjima_X__Aniki,Horror
-,えほん寄席,50,Other,PG - Children,-,TV,-,N/A,- ,Ranked #14774,Popularity #14348,287,https://myanimelist.net/anime/28087/Ehon_Yose,Horror
-,怪物くん 怪物ランドへの招待,1,Unknown,G - All Ages,-,Movie,Shin-Ei Animation,N/A,- ,Ranked #15691,Popularity #14380,286,https://myanimelist.net/anime/22977/Kaibutsu-kun__Kaibutsu_Land_e_no_Shoutai,Horror
I'm Stuck!!: Life of the Dead,ゾンビクレイアニメ「I'm stuck!!」,4,Original,R - 17+ (violence & profanity),-,ONA,Studio Binzo,N/A,- ,Ranked #13986,Popularity #14539,272,https://myanimelist.net/anime/32557/Zombie_Clay_Animation__Im_Stuck,Horror
-,心霊恐怖レポート うしろの百太郎,2,Unknown,PG-13 - Teens 13 or older,-,OVA,-,N/A,- ,Ranked #13507,Popularity #14573,266,https://myanimelist.net/anime/12833/Ushiro_no_Hyakutarou,Horror
Howling Village x Eagle Talon,犬鳴村 x 鷹の爪団,1,Other,PG-13 - Teens 13 or older,-,ONA,-,N/A,- ,Ranked #15513,Popularity #14862,248,https://myanimelist.net/anime/41096/Inunaki-mura_x_Taka_no_Tsume-dan,Horror
Sho is Flying in the Sky,翔ちゃん空をとぶ,1,Novel,PG-13 - Teens 13 or older,-,Movie,-,N/A,- ,Ranked #12779,Popularity #14847,250,https://myanimelist.net/anime/30960/Shou-chan_Sora_wo_Tobu,Horror
-,闇夜の時代劇,2,Unknown,G - All Ages,-,OVA,Sunrise,N/A,- ,Ranked #13763,Popularity #14853,248,https://myanimelist.net/anime/23767/Yamiyo_no_Jidaigeki_OVA,Horror
-,松江観光大使3人が行く！松江ゴーストツアー,2,Original,G - All Ages,-,ONA,DLE,N/A,- ,Ranked #16390,Popularity #14997,240,https://myanimelist.net/anime/35141/Matsue_Kankou_Taishi_Sanri_ga_Iku_Matsue_Ghost_Tour,Horror
Tales from the Snow Country,越後の昔ばなし あったてんがのぉ,1,Unknown,G - All Ages,-,OVA,-,N/A,- ,Ranked #14766,Popularity #15048,237,https://myanimelist.net/anime/28117/Echigo_no_Mukashibanashi__Attaten_Ganoo,Horror
-,ハチミツスーサイドマシーン,1,Original,PG-13 - Teens 13 or older,-,ONA,Usagi Ou,N/A,- ,Ranked #15098,Popularity #15058,247,https://myanimelist.net/anime/48576/Hachimitsu_Suicide_Machine,Horror
-,なんじゃもんじゃおばけ,1,Unknown,PG - Children,-,Special,-,N/A,- ,Ranked #11787,Popularity #15087,235,https://myanimelist.net/anime/29495/Nanja_Monja_Obake,Horror
Devil's Organ,悪魔のオルガン,1,Music,G - All Ages,-,Music,-,5.23,122 ,Ranked #10738,Popularity #15112,234,https://myanimelist.net/anime/37729/Akuma_no_Organ,Horror
-,地獄甲子園,1,Unknown,R - 17+ (violence & profanity),-,OVA,-,N/A,- ,Ranked #15583,Popularity #15155,229,https://myanimelist.net/anime/28489/Jigoku_Koushien,Horror
-,平成松江怪談,7,Original,G - All Ages,-,ONA,DLE,N/A,- ,Ranked #15220,Popularity #15249,222,https://myanimelist.net/anime/37667/Heisei_Matsue_Kaidan,Horror
Despair of the Monster,絶望の怪物,1,Original,R - 17+ (violence & profanity),-,Movie,-,N/A,- ,Ranked #13918,Popularity #15267,231,https://myanimelist.net/anime/42906/Zetsubou_no_Kaibutsu,Horror
My Little Goat,マイリトルゴート,1,Original,PG-13 - Teens 13 or older,-,Movie,-,6.56,122 ,Ranked #5682,Popularity #15511,215,https://myanimelist.net/anime/42899/My_Little_Goat,Horror
-,怪物くん 「砂魔人をやっつけろの巻／怪物くんとハニワ怪神の巻」,1,Manga,PG - Children,-,Movie,"Studio Zero,             Tokyo Movie",N/A,- ,Ranked #15692,Popularity #15757,193,https://myanimelist.net/anime/33234/Kaibutsu-kun__Suna_Majin_wo_Yattsukero_no_Maki___Kaibutsu-kun_to_Haniwa_Kaishin_no_Maki,Horror
-,グレゴリーホラーショー,3,Original,PG-13 - Teens 13 or older,-,Special,Milky Cartoon,N/A,- ,Ranked #13230,Popularity #15815,192,https://myanimelist.net/anime/44588/The_Gregory_Gallery_Tour_Special,Horror
-,狭狂しい家,1,Original,PG - Children,-,ONA,-,N/A,- ,Ranked #12604,Popularity #15891,186,https://myanimelist.net/anime/42047/Sema_Kuruoshii_Ie,Horror
-,怖すぎます。,1,Original,G - All Ages,-,ONA,-,N/A,- ,Ranked #16086,Popularity #16073,179,https://myanimelist.net/anime/42014/Kowasugimasu,Horror
-,きもしば２,13,Original,G - All Ages,Spring 2017,TV,Jinnis Animation Studios,N/A,- ,Ranked #15927,Popularity #16289,163,https://myanimelist.net/anime/36003/Kimoshiba_2,Horror
-,Witch Hat -魔女と帽子のワルツ-,1,Music,PG-13 - Teens 13 or older,-,Music,-,N/A,- ,Ranked #13615,Popularity #16355,159,https://myanimelist.net/anime/40378/Witch_Hat__Majo_to_Boushi_no_Waltz,Horror
-,幽霊屋敷,1,Original,G - All Ages,-,Special,-,N/A,- ,Ranked #13896,Popularity #16594,147,https://myanimelist.net/anime/35496/Yuurei_Yashiki,Horror
-,日本のおばけ話,4,Other,G - All Ages,-,OVA,-,N/A,- ,Ranked #11877,Popularity #16655,144,https://myanimelist.net/anime/35060/Nihon_no_Obake-banashi,Horror
Kaibutsu-kun,怪物くん,6,Original,G - All Ages,-,Special,-,N/A,- ,Ranked #15689,Popularity #16972,132,https://myanimelist.net/anime/41504/Kaibutsu-kun_1980_Specials,Horror
-,景山民夫のダブルファンタジー,1,Original,PG-13 - Teens 13 or older,-,Special,Shin-Ei Animation,N/A,- ,Ranked #15681,Popularity #17322,112,https://myanimelist.net/anime/41325/Kageyama_Tamio_no_Double_Fantasy,Horror
Beauty Water,기기괴괴-성형수,1,Web manga,R - 17+ (violence & profanity),-,Movie,Studio Animal,N/A,- ,Ranked #15008,Popularity #17349,112,https://myanimelist.net/anime/42737/Gigigoegoe_Sunghyungsoo,Horror
-,Hunter,1,Original,R+ - Mild Nudity,-,Movie,-,N/A,- ,Ranked #15416,Popularity #17832,68,https://myanimelist.net/anime/48960/Hunter,Horror
I Think You're a Little Confused,I Think You're a Little Confused,1,Unknown,G - All Ages,-,Movie,-,N/A,- ,Ranked #15449,Popularity #17946,55,https://myanimelist.net/anime/44776/I_Think_Youre_a_Little_Confused,Horror
